   87.7071067812    68.3639610307     4.0000000000 
   85.4128010358    71.6405692078     4.0000000000 
   85.4128010358    71.6405692078     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   83.7224112271    68.0153963437     4.0000000000 
   83.7224112271    68.0153963437     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   86.0167169725    64.7387881666     4.0000000000 
   86.0167169725    64.7387881666     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   90.0014125266    65.0873528535     4.0000000000 
   90.0014125266    65.0873528535     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   91.6918023353    68.7125257176     4.0000000000 
   91.6918023353    68.7125257176     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   89.3974965899    71.9891338948     4.0000000000 
   89.3974965899    71.9891338948     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

   87.7071067812    68.3639610307     4.0000000000 
   85.4128010358    71.6405692078     4.0000000000 
   85.4128010358    71.6405692078     6.0000000000 
   87.7071067812    68.3639610307     6.0000000000 

