   30.0000000000    35.0000000000     7.5000000000 
   25.0000000000    35.0000000000    15.0000000000 
   25.0000000000    45.0000000000    15.0000000000 
   30.0000000000    45.0000000000     7.5000000000 

   30.0000000000    35.0000000000     7.5000000000 
   35.0000000000    35.0000000000    15.0000000000 
   35.0000000000    45.0000000000    15.0000000000 
   30.0000000000    45.0000000000     7.5000000000 

   30.0000000000    35.0000000000     7.5000000000 
   35.0000000000    35.0000000000     0.0000000000 
   35.0000000000    45.0000000000     0.0000000000 
   30.0000000000    45.0000000000     7.5000000000 

   30.0000000000    35.0000000000     7.5000000000 
   25.0000000000    35.0000000000     0.0000000000 
   25.0000000000    45.0000000000     0.0000000000 
   30.0000000000    45.0000000000     7.5000000000 

   30.0000000000    35.0000000000     7.5000000000 
   25.0000000000    35.0000000000    15.0000000000 
   25.0000000000    45.0000000000    15.0000000000 
   30.0000000000    45.0000000000     7.5000000000 

