   53.0641777725    53.1814573391     2.0000000000 
   49.8502397240    49.3512351235     4.0000000000 
   43.7218841791    54.4935360010     4.0000000000 
   46.9358222275    58.3237582166     2.0000000000 

   53.0641777725    53.1814573391     2.0000000000 
   56.2781158209    57.0116795547     4.0000000000 
   50.1497602760    62.1539804322     4.0000000000 
   46.9358222275    58.3237582166     2.0000000000 

   53.0641777725    53.1814573391     2.0000000000 
   56.2781158209    57.0116795547     0.0000000000 
   50.1497602760    62.1539804322     0.0000000000 
   46.9358222275    58.3237582166     2.0000000000 

   53.0641777725    53.1814573391     2.0000000000 
   49.8502397240    49.3512351235     0.0000000000 
   43.7218841791    54.4935360010     0.0000000000 
   46.9358222275    58.3237582166     2.0000000000 

   53.0641777725    53.1814573391     2.0000000000 
   49.8502397240    49.3512351235     4.0000000000 
   43.7218841791    54.4935360010     4.0000000000 
   46.9358222275    58.3237582166     2.0000000000 

