   56.2781158209    57.0116795547     4.0000000000 
   60.0368863041    58.3797601280     4.0000000000 
   60.0368863041    58.3797601280     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   56.9727432860    60.9508150797     4.0000000000 
   56.9727432860    60.9508150797     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   53.2139728029    59.5827345064     4.0000000000 
   53.2139728029    59.5827345064     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   52.5193453378    55.6435989814     4.0000000000 
   52.5193453378    55.6435989814     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   55.5834883558    53.0725440296     4.0000000000 
   55.5834883558    53.0725440296     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   59.3422588390    54.4406246029     4.0000000000 
   59.3422588390    54.4406246029     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

   56.2781158209    57.0116795547     4.0000000000 
   60.0368863041    58.3797601280     4.0000000000 
   60.0368863041    58.3797601280     6.0000000000 
   56.2781158209    57.0116795547     6.0000000000 

