   89.8284271247    59.1715728753     2.0000000000 
   86.2928932188    55.6360389693     4.0000000000 
   80.6360389693    61.2928932188     4.0000000000 
   84.1715728753    64.8284271247     2.0000000000 

   89.8284271247    59.1715728753     2.0000000000 
   93.3639610307    62.7071067812     4.0000000000 
   87.7071067812    68.3639610307     4.0000000000 
   84.1715728753    64.8284271247     2.0000000000 

   89.8284271247    59.1715728753     2.0000000000 
   93.3639610307    62.7071067812     0.0000000000 
   87.7071067812    68.3639610307     0.0000000000 
   84.1715728753    64.8284271247     2.0000000000 

   89.8284271247    59.1715728753     2.0000000000 
   86.2928932188    55.6360389693     0.0000000000 
   80.6360389693    61.2928932188     0.0000000000 
   84.1715728753    64.8284271247     2.0000000000 

   89.8284271247    59.1715728753     2.0000000000 
   86.2928932188    55.6360389693     4.0000000000 
   80.6360389693    61.2928932188     4.0000000000 
   84.1715728753    64.8284271247     2.0000000000 

