   43.7218841791    54.4935360010     4.0000000000 
   47.4806546622    55.8616165743     4.0000000000 
   47.4806546622    55.8616165743     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   44.4165116442    58.4326715260     4.0000000000 
   44.4165116442    58.4326715260     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   40.6577411610    57.0645909527     4.0000000000 
   40.6577411610    57.0645909527     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   39.9631136959    53.1254554277     4.0000000000 
   39.9631136959    53.1254554277     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   43.0272567140    50.5544004759     4.0000000000 
   43.0272567140    50.5544004759     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   46.7860271971    51.9224810492     4.0000000000 
   46.7860271971    51.9224810492     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

   43.7218841791    54.4935360010     4.0000000000 
   47.4806546622    55.8616165743     4.0000000000 
   47.4806546622    55.8616165743     6.0000000000 
   43.7218841791    54.4935360010     6.0000000000 

