   40.2928932188    34.6360389693     4.0000000000 
   36.8287916037    32.6360389693     4.0000000000 
   36.8287916037    32.6360389693     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   40.2928424112    30.6361269706     4.0000000000 
   40.2928424112    30.6361269706     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   43.7569440264    32.6361269706     4.0000000000 
   43.7569440264    32.6361269706     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   43.7569948340    36.6360389693     4.0000000000 
   43.7569948340    36.6360389693     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   40.2929440264    38.6359509680     4.0000000000 
   40.2929440264    38.6359509680     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   36.8288424112    36.6359509680     4.0000000000 
   36.8288424112    36.6359509680     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

   40.2928932188    34.6360389693     4.0000000000 
   36.8287916037    32.6360389693     4.0000000000 
   36.8287916037    32.6360389693     6.0000000000 
   40.2928932188    34.6360389693     6.0000000000 

