   34.6360389693    40.2928932188     4.0000000000 
   32.6360389693    36.8287916037     4.0000000000 
   32.6360389693    36.8287916037     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   36.6359509680    36.8288424112     4.0000000000 
   36.6359509680    36.8288424112     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   38.6359509680    40.2929440264     4.0000000000 
   38.6359509680    40.2929440264     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   36.6360389693    43.7569948340     4.0000000000 
   36.6360389693    43.7569948340     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   32.6361269706    43.7569440264     4.0000000000 
   32.6361269706    43.7569440264     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   30.6361269706    40.2928424112     4.0000000000 
   30.6361269706    40.2928424112     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

   34.6360389693    40.2928932188     4.0000000000 
   32.6360389693    36.8287916037     4.0000000000 
   32.6360389693    36.8287916037     6.0000000000 
   34.6360389693    40.2928932188     6.0000000000 

